epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1129.61,0.73943,0.53915,1.00968,0.96438,0.98942,0.995,0.70424,0.64208,0.30222,0.62536,0.000151566,0.000151566,0.000151566
62,1147.98,0.74884,0.54659,1.03538,0.96129,0.99128,0.995,0.68905,0.68113,0.30558,0.63859,0.000151226,0.000151226,0.000151226
63,1166.2,0.73168,0.54381,1.0215,0.96372,0.9987,0.995,0.69535,0.62187,0.35305,0.617,0.000150885,0.000150885,0.000150885
64,1184.16,0.72767,0.53191,1.01222,0.96296,0.98148,0.995,0.71845,0.60971,0.4613,0.59732,0.000150545,0.000150545,0.000150545
65,1202.02,0.71259,0.52642,1.0053,0.96991,0.97755,0.995,0.70554,0.64908,0.35777,0.62648,0.000150204,0.000150204,0.000150204
66,1219.92,0.71087,0.4906,1.02272,0.96326,0.99954,0.995,0.71547,0.61541,0.40346,0.6015,0.000149864,0.000149864,0.000149864
67,1237.79,0.72004,0.53357,0.99522,0.95612,0.9941,0.995,0.70108,0.64789,0.32659,0.629,0.000149523,0.000149523,0.000149523
68,1255.71,0.71258,0.50741,1.00854,0.95559,0.99466,0.995,0.73136,0.60754,0.30038,0.60162,0.000149182,0.000149182,0.000149182
69,1273.68,0.73089,0.48822,1.01255,0.96701,0.99237,0.995,0.71166,0.62085,0.318,0.5997,0.000148842,0.000148842,0.000148842
70,1291.68,0.74656,0.50828,1.0058,0.95724,0.99033,0.995,0.72294,0.59917,0.31245,0.59179,0.000148501,0.000148501,0.000148501
71,1310.63,0.73424,0.52397,1.02727,0.96824,0.98754,0.995,0.7086,0.63126,0.32959,0.61982,0.000148161,0.000148161,0.000148161
72,1328.8,0.69755,0.49177,0.98126,0.96444,0.98756,0.995,0.69802,0.64267,0.28831,0.63348,0.00014782,0.00014782,0.00014782
73,1346.57,0.69944,0.48279,0.9732,0.94666,1,0.995,0.72007,0.60973,0.25899,0.6018,0.00014748,0.00014748,0.00014748
74,1364.53,0.70386,0.51279,0.99317,0.95972,0.99772,0.995,0.71663,0.63759,0.27549,0.61219,0.000147139,0.000147139,0.000147139
75,1382.33,0.70429,0.49029,1.00399,0.95245,0.99039,0.995,0.68807,0.66098,0.28435,0.62526,0.000146799,0.000146799,0.000146799
