epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,359.827,0.89386,0.93704,1.07858,0.93849,0.98346,0.995,0.68203,0.66289,0.34279,0.60607,0.00016587,0.00016587,0.00016587
20,378.979,0.89477,0.90519,1.08023,0.92087,0.98199,0.995,0.67275,0.66984,0.42775,0.61815,0.000165529,0.000165529,0.000165529
21,398.34,0.88592,0.88176,1.09053,0.93418,0.98155,0.995,0.686,0.6546,0.43283,0.60579,0.000165189,0.000165189,0.000165189
22,417.667,0.89426,0.82821,1.07961,0.96408,0.98603,0.995,0.65101,0.7122,0.44857,0.64518,0.000164848,0.000164848,0.000164848
23,436.733,0.91764,0.87747,1.10701,0.94652,0.98256,0.995,0.67501,0.67486,0.39015,0.62641,0.000164508,0.000164508,0.000164508
24,455.797,0.87369,0.76989,1.05556,0.92314,0.9894,0.995,0.71539,0.60384,0.39648,0.57534,0.000164167,0.000164167,0.000164167
25,474.028,0.89814,0.86461,1.09829,0.93262,0.98515,0.995,0.71483,0.62961,0.37031,0.6004,0.000163827,0.000163827,0.000163827
26,491.702,0.8811,0.80896,1.0804,0.93198,0.98748,0.995,0.71243,0.61358,0.33059,0.58715,0.000163486,0.000163486,0.000163486
27,510.06,0.85998,0.78874,1.08579,0.94133,0.99289,0.995,0.67147,0.6814,0.31954,0.63272,0.000163145,0.000163145,0.000163145
28,529.348,0.86431,0.73945,1.06932,0.96208,0.97044,0.995,0.69724,0.62583,0.30363,0.60083,0.000162805,0.000162805,0.000162805
29,548.558,0.86848,0.75025,1.07105,0.94168,0.99366,0.995,0.68713,0.64047,0.30989,0.61262,0.000162464,0.000162464,0.000162464
30,568.13,0.88752,0.7443,1.10747,0.94244,0.98599,0.995,0.65398,0.70736,0.34283,0.64297,0.000162124,0.000162124,0.000162124
31,587.31,0.86825,0.69382,1.07143,0.95865,0.9873,0.995,0.67041,0.69374,0.31775,0.62906,0.000161783,0.000161783,0.000161783
32,606.136,0.86672,0.72509,1.08083,0.95397,0.96669,0.995,0.71642,0.62528,0.2936,0.60262,0.000161443,0.000161443,0.000161443
33,624.569,0.86348,0.72897,1.0734,0.94712,0.98465,0.995,0.69852,0.64843,0.31987,0.60799,0.000161102,0.000161102,0.000161102
34,642.836,0.84495,0.68078,1.06272,0.95454,0.96744,0.995,0.70735,0.63743,0.33479,0.6129,0.000160762,0.000160762,0.000160762
35,661.951,0.82908,0.66117,1.05909,0.96329,0.95924,0.995,0.70953,0.63102,0.33416,0.61844,0.000160421,0.000160421,0.000160421
36,680.913,0.85412,0.68982,1.08138,0.95337,0.98892,0.995,0.70573,0.61503,0.29466,0.61246,0.00016008,0.00016008,0.00016008
37,698.966,0.83201,0.64707,1.0392,0.92098,0.99094,0.995,0.68453,0.66968,0.30313,0.63629,0.00015974,0.00015974,0.00015974
38,716.74,0.82155,0.64737,1.04529,0.92857,0.99162,0.995,0.69588,0.63471,0.37,0.61414,0.000159399,0.000159399,0.000159399
39,734.509,0.80618,0.64495,1.04363,0.95488,0.98041,0.995,0.72115,0.61899,0.27362,0.60031,0.000159059,0.000159059,0.000159059
40,752.274,0.81195,0.63797,1.05825,0.95969,0.98978,0.995,0.73404,0.60722,0.28142,0.59033,0.000158718,0.000158718,0.000158718
41,770.058,0.80179,0.63072,1.06146,0.93774,0.98834,0.995,0.72968,0.60384,0.32687,0.60502,0.000158378,0.000158378,0.000158378
42,788.199,0.81973,0.61666,1.04397,0.95698,0.96829,0.995,0.71138,0.60794,0.28345,0.59442,0.000158037,0.000158037,0.000158037
43,806.761,0.80599,0.6085,1.06228,0.9318,0.98967,0.995,0.68806,0.66923,0.29632,0.64502,0.000157696,0.000157696,0.000157696
44,824.286,0.79031,0.62609,1.05438,0.94426,0.99583,0.995,0.70181,0.64855,0.28917,0.61353,0.000157356,0.000157356,0.000157356
45,842.395,0.80608,0.64432,1.04749,0.93301,0.98864,0.995,0.72864,0.57495,0.25981,0.58864,0.000157015,0.000157015,0.000157015
46,860.882,0.79476,0.61803,1.05671,0.95603,0.99412,0.995,0.70471,0.62595,0.31572,0.61661,0.000156675,0.000156675,0.000156675
47,878.675,0.77849,0.5837,1.02712,0.96806,0.995,0.995,0.72481,0.60653,0.27019,0.59979,0.000156334,0.000156334,0.000156334
48,896.394,0.78591,0.58469,1.03065,0.94989,0.98454,0.995,0.74456,0.56934,0.25897,0.58208,0.000155994,0.000155994,0.000155994
49,914.296,0.78383,0.60911,1.03954,0.93765,0.98492,0.995,0.72306,0.61461,0.25787,0.59579,0.000155653,0.000155653,0.000155653
50,932.367,0.77383,0.59009,1.05265,0.94594,0.99652,0.995,0.70913,0.65266,0.28545,0.62714,0.000155313,0.000155313,0.000155313
51,951.437,0.77594,0.57374,1.03262,0.93353,0.99132,0.995,0.72971,0.60529,0.28722,0.60009,0.000154972,0.000154972,0.000154972
52,970.836,0.78623,0.58396,1.03518,0.95134,0.9933,0.995,0.72459,0.61713,0.2896,0.60605,0.000154631,0.000154631,0.000154631
53,989.978,0.75664,0.55351,1.01626,0.93898,0.99446,0.995,0.72111,0.60827,0.29163,0.5987,0.000154291,0.000154291,0.000154291
54,1009,0.75912,0.53325,1.03192,0.95727,0.98801,0.995,0.72338,0.59206,0.28751,0.60158,0.00015395,0.00015395,0.00015395
55,1028.32,0.76985,0.56749,1.02543,0.94491,0.98847,0.995,0.71944,0.60004,0.26863,0.59382,0.00015361,0.00015361,0.00015361
56,1047.7,0.75504,0.56838,1.0091,0.96262,0.99239,0.995,0.72056,0.60984,0.27731,0.61401,0.000153269,0.000153269,0.000153269
57,1066.87,0.73669,0.55806,1.02324,0.96051,0.99022,0.995,0.70748,0.63676,0.29292,0.62951,0.000152929,0.000152929,0.000152929
58,1086.39,0.72677,0.52764,1.00004,0.96133,0.98488,0.995,0.70916,0.63822,0.26839,0.61972,0.000152588,0.000152588,0.000152588
59,1105.72,0.7734,0.55522,1.02779,0.95775,0.98735,0.995,0.68792,0.65521,0.27745,0.62724,0.000152248,0.000152248,0.000152248
60,1124.55,0.78355,0.60286,1.03501,0.94965,0.99097,0.995,0.66658,0.69996,0.29776,0.65727,0.000151907,0.000151907,0.000151907
61,1142.71,0.74244,0.54596,1.01454,0.95238,1,0.995,0.67908,0.65816,0.27712,0.63638,0.000151566,0.000151566,0.000151566
62,1160.74,0.73786,0.52295,1.03011,0.96292,0.99261,0.995,0.70397,0.64141,0.33521,0.62116,0.000151226,0.000151226,0.000151226
63,1178.69,0.71753,0.54713,1.01619,0.96068,0.99381,0.995,0.70443,0.62649,0.28486,0.61173,0.000150885,0.000150885,0.000150885
64,1196.68,0.73568,0.54508,1.01332,0.96604,0.99954,0.995,0.72074,0.59007,0.29443,0.59523,0.000150545,0.000150545,0.000150545
65,1214.89,0.71328,0.53598,1.0058,0.95951,0.99161,0.995,0.72606,0.60181,0.26893,0.60591,0.000150204,0.000150204,0.000150204
66,1232.88,0.70368,0.49797,1.01237,0.94332,0.99472,0.995,0.73223,0.58865,0.26145,0.59211,0.000149864,0.000149864,0.000149864
67,1250.97,0.73102,0.54039,0.99538,0.94695,0.98715,0.995,0.69648,0.64183,0.2718,0.63395,0.000149523,0.000149523,0.000149523
68,1269.03,0.71857,0.51447,1.01424,0.93737,0.9897,0.995,0.7267,0.60995,0.24553,0.62074,0.000149182,0.000149182,0.000149182
69,1286.98,0.73384,0.50531,1.01723,0.95418,0.99348,0.995,0.71965,0.61663,0.25532,0.59718,0.000148842,0.000148842,0.000148842
70,1305.64,0.74081,0.50444,1.0092,0.95248,0.99203,0.995,0.72149,0.60627,0.24702,0.59266,0.000148501,0.000148501,0.000148501
71,1325.09,0.75215,0.52713,1.03384,0.96671,0.99863,0.995,0.69972,0.62222,0.23907,0.6254,0.000148161,0.000148161,0.000148161
72,1344.24,0.70091,0.50298,0.99154,0.96186,0.99555,0.995,0.70241,0.63154,0.274,0.63111,0.00014782,0.00014782,0.00014782
73,1363.55,0.6933,0.49061,0.98135,0.96608,0.98862,0.995,0.71841,0.62006,0.26999,0.61826,0.00014748,0.00014748,0.00014748
74,1382.42,0.70516,0.51305,0.99602,0.9507,0.99672,0.995,0.72805,0.61817,0.24949,0.60178,0.000147139,0.000147139,0.000147139
75,1401.06,0.70413,0.49396,1.00682,0.92812,1,0.995,0.71106,0.61894,0.24722,0.6002,0.000146799,0.000146799,0.000146799
76,1419.21,0.7134,0.49388,1.00088,0.95522,0.99292,0.995,0.72536,0.60502,0.24885,0.59286,0.000146458,0.000146458,0.000146458
77,1437.41,0.68164,0.49141,0.98334,0.96302,0.98888,0.995,0.71718,0.61712,0.25289,0.59895,0.000146117,0.000146117,0.000146117
78,1455.57,0.69502,0.47397,0.98553,0.96391,0.99524,0.995,0.71476,0.60179,0.25049,0.59504,0.000145777,0.000145777,0.000145777
